term	meaning	reading
人柄	인품	ひとがら
一言	한마디	ひとこと
等しい	같다	ひとしい
一仕事	한 가지 일, 힘든 일	ひとしごと
一通り	한 번 쭉, 보통	ひととおり
人通り	사람의 왕래	ひとどおり
一握り	한 줌	ひとにぎり
一眠り	한숨 자다	ひとねむり
瞳	눈동자	ひとみ
独り言	혼잣말	ひとりごと
一人一人	한 사람 한 사람	ひとりひとり
ひどい	심하다	ひどい
避難	피난	ひなん
皮肉	비꼼, 아이러니하다	ひにく
ひねる	비틀다, 가볍게 이기다	ひねる
日の出	해돋이	ひので
日々	나날	ひび
響く	울리다, 마음에 와닿다, 영향을 미치다	ひびく
皮膚	피부	ひふ
非暴力	비폭력	ひぼうりょく
秘密	비밀	ひみつ
ひも	끈, 여자에게 얹혀사는 남자	ひも
表現	표현	ひょうげん
標識	표지	ひょうしき
標準	표준	ひょうじゅん
評判	평판, 소문, 유명하다	ひょうばん
標本	표본	ひょうほん
比率	비율	ひりつ
比例	비례	ひれい
疲労	피로	ひろう
広がる	넓어지다	ひろがる
広める	퍼뜨리다, 넓히다	ひろめる
びっしょり	흠뻑 젖다	びっしょり
微妙	미묘하다, 별로다	びみょう
病気がち	병이 잦다	びょうきがち
病的	병적이다	びょうてき
病棟	병동	びょうとう
平等	평등	びょうどう
瓶	병	びん
敏感	민감하다	びんかん
不安定	불안정하다	ふあんてい
風船	풍선	ふうせん
不運	불운	ふうん
笛	피리, 호루라기	ふえ
フォーマル	격식적이다	ふぉおまる
不可	불가	ふか
深める	깊게 하다	ふかめる
不完全	불완전하다	ふかんぜん
不規則	불규칙하다	ふきそく
普及	보급	ふきゅう
付近	부근	ふきん
拭く	닦다	ふく
副詞	부사	ふくし
福祉	복지	ふくし
福祉家	복지 전문가	ふくしか
複写	복사	ふくしゃ
副社長	부사장	ふくしゃちょう
服従	복종	ふくじゅう
副大臣	부대신	ふくだいじん
含む	포함하다, 입에 머금다	ふくむ
含める	포함하다	ふくめる
膨らます	부풀리다	ふくらます
膨らむ	부풀다	ふくらむ
不潔	불결하다	ふけつ
更ける	깊어지다	ふける
不幸	불행, 죽음	ふこう
不公平	불공평	ふこうへい
符号	부호	ふごう
塞がる	막히다, 아물다, 자리나 방이 차다	ふさがる
塞ぐ	구멍이나 통로 등을 막다, 차지하다	ふさぐ
ふさふさ	(털이나 머리카락이) 풍성하다	ふさふさ
相応しい	어울리다	ふさわしい
節	마디, 가락, 점	ふし
不思議	신기하다	ふしぎ
不正	부정	ふせい
不正確	부정확하다	ふせいかく
付属	부속	ふぞく
蓋	뚜껑	ふた
双子	쌍둥이	ふたご
二人連れ	두 사람 일행	ふたりづれ
負担	부담	ふたん
復旧	복구	ふっきゅう
復興	부흥	ふっこう
不都合	형편이 좋지 않다	ふつごう
不得意	서투르다	ふとくい
不慣れ	익숙하지 않다	ふなれ
吹雪	눈보라	ふぶき
不平	불평	ふへい
踏む	밟다	ふむ
不愉快	불쾌하다	ふゆかい
不利	불리하다	ふり
不利益	불이익	ふりえき
振り込む	송금하다	ふりこむ
振り向く	뒤돌아보다	ふりむく
震える	떨리다	ふるえる
ふるさと	고향	ふるさと
振る舞う	행동하다, 대접하다	ふるまう
触れ合う	서로 닿다	ふれあう
付録	부록	ふろく
ふわふわ	붕 뜨다, 폭신폭신하다	ふわふわ
噴火	분화	ふんか
噴水	분수	ふんすい
ふんわり	폭신폭신	ふんわり
無愛想	무뚝뚝하다	ぶあいそう
分厚い	두툼하다	ぶあつい
部員	부원	ぶいん
部活	동아리 활동	ぶかつ
ぶかぶか	(옷이나 신발이) 헐렁하다	ぶかぶか
武器	무기	ぶき
不器用	서투르다	ぶきよう
無沙汰	오랫동안 연락하지 않다	ぶさた
武士	무사	ぶし
部署	부서	ぶしょ
無事	무사하다	ぶじ
舞台	무대	ぶたい
物騒	흉흉하다	ぶっそう
物体	물체	ぶったい
ぶつかる	부딪치다, (일정이) 겹치다	ぶつかる
仏像	불상	ぶつぞう
部分的	부분적이다	ぶぶんてき
ぶら下がる	매달리다	ぶらさがる
ぶら下げる	매달다	ぶらさげる
ぶるぶる	부들부들	ぶるぶる
分解	분해	ぶんかい
文化祭	학교 축제	ぶんかさい
分割	분할	ぶんかつ
文学賞	문학상	ぶんがくしょう
分析	분석	ぶんせき
分節	분절	ぶんせつ
分担	분담	ぶんたん
文明	문명	ぶんめい
塀	담	へい
閉会	폐회	へいかい
兵隊	군대, 병사	へいたい
平野	평야	へいや
平和	평화	へいわ
凹む	움푹 들어가다, 기가 꺾이다, 손해를 보다	へこむ
へそ	배꼽	へそ
隔てる	(사이를) 떼다, 사이에 두다, 멀리하다	へだてる
減らす	줄이다	へらす
返却	반납	へんきゃく
編集	편집	へんしゅう
返信	답장	へんしん
返品	반품	へんぴん
ベーシック	기본적이다	べえしっく
べたべた	끈적끈적하다	べたべた
別世界	별세계	べっせかい
別会場	별도 행사장	べつかいじょう
別人	다른 사람	べつじん
勉強づけ	공부에만 몰두함	べんきょうづけ
勉強漬け	공부에 열중함	べんきょうづけ
放映	방영	ほうえい
ほうき	빗자루	ほうき
方言	방언	ほうげん
報告書	보고서	ほうこくしょ
奉仕	봉사	ほうし
放出	방출	ほうしゅつ
方針	방침	ほうしん
宝石	보석	ほうせき
包装	포장	ほうそう
包帯	붕대	ほうたい
報道	보도	ほうどう
豊富	풍부하다	ほうふ
方々	여기저기	ほうぼう
放る	내팽개치다	ほうる
頬	볼	ほお
ほかほか	따끈따끈	ほかほか
補給	보급	ほきゅう
補強	보강	ほきょう
北米	북미	ほくべい
補修	보수	ほしゅう
保証	보증	ほしょう
保証金	보증금	ほしょうきん
補充	보충	ほじゅう
補助	보조	ほじょ
舗装	포장	ほそう
補足	보충	ほそく
北極	북극	ほっきょく
ほっと	안심하다	ほっと
ほとんどない	거의 없다	ほとんどない
骨	뼈	ほね
炎	불꽃	ほのお
微笑む	미소 짓다	ほほえむ
ほぼ	거의, 대략	ほぼ
掘る	파다	ほる
本採用	정식 채용	ほんさいよう
本社	본사	ほんしゃ
本書	이 책	ほんしょ
本日	오늘	ほんじつ
本登録	본등록	ほんとうろく
ほんの	그저	ほんの
本物	진짜	ほんもの
本来	본래	ほんらい
本論	본론	ほんろん
棒	막대, 선	ぼう
望遠鏡	망원경	ぼうえんきょう
冒険	모험	ぼうけん
暴言	폭언	ぼうげん
暴行	폭행, 성폭행	ぼうこう
防災	방재	ぼうさい
帽子	모자	ぼうし
防止	방지	ぼうし
牧場	목장	ぼくじょう
牧畜	목축	ぼくちく
ボロボロ	너덜너덜하다, 부스러지다, 뚝뚝	ぼろぼろ
盆地	분지	ぼんち
ぼんやり	희미하게, 멍하니	ぼんやり
真新しい	아주 새롭다	まあたらしい
まあまあ	그런대로, 자자	まあまあ
毎回	매번	まいかい
迷子	미아	まいご
真後ろ	바로 뒤	まうしろ
紛らわしい	헷갈리기 쉽다	まぎらわしい
間際	직전	まぎわ
枕	베개	まくら
摩擦	마찰	まさつ
まさに	바로, 마땅히	まさに
混じる	섞이다	まじる
増す	늘다	ます
待合室	대합실	まちあいしつ
街中	시내	まちなか
間近	아주 가깝다	まぢか
真っ白い	새하얗다	まっしろい
末	끝	まつ
祭りムード一色	축제 분위기 일색	まつりムードいっしょく
祀る	신을 모시다	まつる
窓際	창가	まどぎわ
真夏	한여름	まなつ
招く	초대하다, 초래하다	まねく
真似る	흉내 내다	まねる
真冬	한겨울	まふゆ
まぶた	눈꺼풀	まぶた
間も無く	곧	まもなく
真夜中	한밤중	まよなか
丸ごと	통째로	まるごと
まるで	마치, (부정문에서) 전혀	まるで
まれ	드물다	まれ
万年筆	만년필	まんねんひつ
万引き	가게 물건을 훔치다	まんびき
満了	만료	まんりょう
見かけ	겉보기	みかけ
味方	편	みかた
見方	보는 법	みかた
三日月	초승달	みかづき
磨く	닦다, 연마하다	みがく
未経験	미경험	みけいけん
見事	훌륭하다	みごと
未使用	미사용	みしよう
惨め	비참하다	みじめ
自ら	스스로	みずから
味噌	된장, 게 등의 내장, 핵심	みそ
味噌汁	된장국	みそしる
見出し	표제, 표제어	みだし
乱れる	흐트러지다	みだれる
導く	이끌다, 도출하다	みちびく
満ちる	차다	みちる
密接	밀접하다	みっせつ
密着	밀착	みっちゃく
みっともない	꼴사납다	みっともない
密閉	밀폐	みっぺい
見つめる	응시하다	みつめる
未提供	미제공	みていきょう
認める	인정하다, 허가하다, 알아차리다	みとめる
見直す	다시 보다	みなおす
見習う	본받다, 보고 배우다	みならう
見慣れる	눈에 익다	みなれる
醜い	추하다	みにくい
見逃す	놓치다, 잘못을 눈감아 주다	みのがす
実る	열매를 맺다	みのる
未発表	미발표	みはっぴょう
未払い	미지불	みはらい
見栄え	보기 좋음	みばえ
身分	신분, 분수	みぶん
見守る	지켜보다	みまもる
未満	미만	みまん
耳にする	듣다	みみにする
身元	신원	みもと
都	수도, 도시	みやこ
妙	묘하다	みょう
名字	성씨	みょうじ
魅力	매력	みりょく
見分ける	분간하다	みわける
見渡す	둘러보다	みわたす
民謡	민요	みんよう
向かい	맞은편	むかい
無回答	무응답	むかいとう
迎え	맞이	むかえ
ムカつく	화가 나다, 메스껍다	むかつく
無許可	무허가	むきょか
無口	말이 없다	むくち
無計画	무계획	むけいかく
向ける	향하게 하다	むける
無限	무한	むげん
虫歯	충치	むしば
無慈悲	무자비	むじひ
矛盾	모순	むじゅん
無数	무수하다	むすう
結びつく	연결되다	むすびつく
無責任	무책임	むせきにん
夢中	열중하다, 정신없이	むちゅう
虚しい	허무하다, 헛되다	むなしい
紫色	보라색	むらさきいろ
無理やり	억지로	むりやり
群れ	무리	むれ
芽	싹	め
目新しい	새롭다	めあたらしい
名演技	명연기	めいえんぎ
明確	명확하다	めいかく
名刺	명함	めいし
名所	명소	めいしょ
命じる	명령하다	めいじる
名選手	명선수	めいせんしゅ
名物	명물	めいぶつ
迷路	미로	めいろ
目上	윗사람	めうえ
めくる	(책장을) 넘기다	めくる
恵まれる	(좋은 환경이나 조건을) 누리다	めぐまれる
恵む	베풀다	めぐむ
目指す	목표로 하다	めざす
目印	표지	めじるし
召す	드시다, 입으시다	めす
めちゃくちゃ	엉망이다, 엄청	めちゃくちゃ
めっきり	부쩍	めっきり
滅多に	좀처럼	めったに
めでたい	경사스럽다, 순진해 빠지다	めでたい
目を通す	훑어보다	めをとおす
綿	면	めん
面	얼굴, 가면, 면	めん
免疫	면역	めんえき
免許	면허	めんきょ
面する	(길이나 바다 등에) 면하다	めんする
面積	면적	めんせき
面談	면담	めんだん
面倒	귀찮다	めんどう
儲かる	이익이 나다	もうかる
儲ける	이득을 얻다, 자녀를 두다	もうける
木材	목재	もくざい
目次	목차	もくじ
木製	목제	もくせい
木造	목조	もくぞう
潜る	잠수하다, 파고들다, 숨어들다	もぐる
もしも	만일	もしも
もたれる	기대다, 속이 더부룩하다	もたれる
餅	떡	もち
持ち上げる	들어 올리다, 추어올리다	もちあげる
用いる	사용하다	もちいる
持ち込む	반입하다, 제기하다	もちこむ
持ち主	소유자	もちぬし
最も	가장	もっとも
もてなす	대접하다	もてなす
元	근원, 원래, 전	もと
基づく	바탕을 두다	もとづく
もともと	원래, 밑져야 본전	もともと
戻す	되돌리다, 토하다	もどす
物音	물건에서 나는 소리	ものおと
物差し	잣대	ものさし
ものすごい	엄청나다, 무시무시하다	ものすごい
物足りない	무언가 아쉽다	ものたりない
模範	모범	もはん
揉む	주무르다, 논의하다, 시달리다	もむ
催し	행사	もよおし
催す	개최하다, 감정이나 생리적 느낌이 들다	もよおす
盛り上がる	불룩 솟아오르다, 고조되다	もりあがる
盛り上げる	돋우다	もりあげる
漏れる	새다, 빠지다	もれる
門限	통금 시간	もんげん
問答	문답	もんどう
やかましい	시끄럽다, 까다롭다	やかましい
やがて	이윽고	やがて
焼きたて	갓 구운 것	やきたて
焼き物	도자기, 구이	やきもの
野球場	야구장	やきゅうじょう
役者	배우, 수완가	やくしゃ
役所	관공서	やくしょ
役人	공무원	やくにん
薬品	약품	やくひん
役目	역할	やくめ
役目を果たす	역할을 다하다	やくめをはたす
焼ける	타다, 구워지다	やける
養う	기르다, 부양하다	やしなう
矢印	화살표	やじるし
休まる	편안해지다	やすまる
野生	야생	やせい
やっつける	해치우다	やっつける
やって来る	오다, 해 오다	やってくる
宿	숙소	やど
家主	집주인	やぬし
屋根	지붕	やね
破る	찢다, 깨다, 이기다	やぶる
